,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,domain,date_acquired,status
15983,7986584,https://kslim.pk/,http://www.phishtank.com/phish_detail.php?phish_id=7986584,2022-12-26T14:32:24+00:00,yes,2022-12-26T14:42:34+00:00,yes,Other,kslim.pk,,
15984,7986513,http://linkunsubscribe.com,http://www.phishtank.com/phish_detail.php?phish_id=7986513,2022-12-26T12:21:22+00:00,yes,2023-02-02T08:04:36+00:00,yes,Other,linkunsubscribe.com,,
15985,7986501,https://10ktf-shops.xyz/claim/,http://www.phishtank.com/phish_detail.php?phish_id=7986501,2022-12-26T11:22:48+00:00,yes,2022-12-26T12:42:28+00:00,yes,Other,10ktf-shops.xyz,,
15986,7986495,https://giaxenhapkhau.vn/151205148512000,http://www.phishtank.com/phish_detail.php?phish_id=7986495,2022-12-26T10:54:13+00:00,yes,2022-12-26T11:06:35+00:00,yes,Other,giaxenhapkhau.vn,,
15988,7986442,http://steadystack.ftnfts.com,http://www.phishtank.com/phish_detail.php?phish_id=7986442,2022-12-26T08:33:17+00:00,yes,2022-12-26T11:12:25+00:00,yes,Other,steadystack.ftnfts.com,,
15990,7986368,http://debankconnect.com,http://www.phishtank.com/phish_detail.php?phish_id=7986368,2022-12-26T01:39:46+00:00,yes,2022-12-26T01:41:38+00:00,yes,Other,debankconnect.com,,
15991,7986343,http://connectwallet-vault.firebaseapp.com,http://www.phishtank.com/phish_detail.php?phish_id=7986343,2022-12-26T01:17:04+00:00,yes,2022-12-26T01:21:56+00:00,yes,Other,connectwallet-vault.firebaseapp.com,,
15992,7986338,https://melamaskrecovery.com/,http://www.phishtank.com/phish_detail.php?phish_id=7986338,2022-12-26T01:11:48+00:00,yes,2022-12-26T01:21:56+00:00,yes,Other,melamaskrecovery.com,,
15993,7986331,http://connectwallet-vault.web.app,http://www.phishtank.com/phish_detail.php?phish_id=7986331,2022-12-26T01:01:43+00:00,yes,2022-12-26T01:12:09+00:00,yes,Other,connectwallet-vault.web.app,,
15997,7986259,https://openboutjso.versacommerce.de/,http://www.phishtank.com/phish_detail.php?phish_id=7986259,2022-12-25T20:13:41+00:00,yes,2022-12-25T20:25:35+00:00,yes,Other,openboutjso.versacommerce.de,,
16000,7986224,https://sjfkeno.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7986224,2022-12-25T19:02:36+00:00,yes,2022-12-25T19:12:10+00:00,yes,Other,sjfkeno.web.app,,
16001,7986223,https://sjfkeno.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7986223,2022-12-25T19:02:28+00:00,yes,2022-12-25T19:12:10+00:00,yes,Other,sjfkeno.firebaseapp.com,,
16003,7986205,https://yupe.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=7986205,2022-12-25T18:25:29+00:00,yes,2022-12-25T18:32:07+00:00,yes,Other,yupe.godaddysites.com,,
16004,7986195,https://jetjackinc01.bitbucket.io/,http://www.phishtank.com/phish_detail.php?phish_id=7986195,2022-12-25T18:23:58+00:00,yes,2022-12-25T18:32:07+00:00,yes,Other,jetjackinc01.bitbucket.io,,
16005,7986194,http://www.escuelalourdescolon.com/panel/Ado-be/,http://www.phishtank.com/phish_detail.php?phish_id=7986194,2022-12-25T18:23:50+00:00,yes,2022-12-25T18:32:07+00:00,yes,Other,www.escuelalourdescolon.com,,
16006,7986193,http://a0sreadn.surge.sh/,http://www.phishtank.com/phish_detail.php?phish_id=7986193,2022-12-25T18:23:43+00:00,yes,2022-12-25T18:32:07+00:00,yes,Other,a0sreadn.surge.sh,,
16007,7986188,https://christopherstalbergmd.com/ioa/,http://www.phishtank.com/phish_detail.php?phish_id=7986188,2022-12-25T18:22:56+00:00,yes,2022-12-25T18:32:07+00:00,yes,Other,christopherstalbergmd.com,,
16008,7986186,http://brightbeginings.in/nf/update/index-en.php,http://www.phishtank.com/phish_detail.php?phish_id=7986186,2022-12-25T18:22:40+00:00,yes,2022-12-25T18:32:07+00:00,yes,Other,brightbeginings.in,,
16010,7986167,https://if8tofyiugkjihk.wqbsdoecuisrj4845.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7986167,2022-12-25T18:19:30+00:00,yes,2022-12-25T18:21:57+00:00,yes,Other,if8tofyiugkjihk.wqbsdoecuisrj4845.workers.dev,,
16011,7986163,https://asist.start.page/,http://www.phishtank.com/phish_detail.php?phish_id=7986163,2022-12-25T18:07:52+00:00,yes,2022-12-25T18:12:20+00:00,yes,Facebook,asist.start.page,,
16012,7986161,https://and.start.page/,http://www.phishtank.com/phish_detail.php?phish_id=7986161,2022-12-25T18:06:21+00:00,yes,2022-12-25T18:12:20+00:00,yes,Facebook,and.start.page,,
16013,7986146,https://www-resgatepontosacesso.blogspot.com,http://www.phishtank.com/phish_detail.php?phish_id=7986146,2022-12-25T17:00:09+00:00,yes,2022-12-25T18:02:42+00:00,yes,Other,www-resgatepontosacesso.blogspot.com,,
16014,7986082,https://centrostudicede.com/wp-content/22986463374/page_settings/login.php?home-US-userID987647864812334345484351818468-Email-33626626641848798409874987049909840684980546840078965484/-second,http://www.phishtank.com/phish_detail.php?phish_id=7986082,2022-12-25T12:31:42+00:00,yes,2022-12-25T12:42:10+00:00,yes,Other,centrostudicede.com,,
16017,7985937,https://publis.start.page/,http://www.phishtank.com/phish_detail.php?phish_id=7985937,2022-12-24T22:05:24+00:00,yes,2022-12-24T22:12:37+00:00,yes,Facebook,publis.start.page,,
16019,7985873,https://acessoclienteliv.blogspot.com,http://www.phishtank.com/phish_detail.php?phish_id=7985873,2022-12-24T19:02:02+00:00,yes,2023-01-07T23:01:51+00:00,yes,Other,acessoclienteliv.blogspot.com,,
16022,7985824,https://malignemobile10.yolasite.com/,http://www.phishtank.com/phish_detail.php?phish_id=7985824,2022-12-24T18:52:42+00:00,yes,2022-12-24T19:02:55+00:00,yes,Other,malignemobile10.yolasite.com,,
16023,7985693,https://wunder-der-stadt.com/s/f9997dd3dde81d404e2cb0585a9e1956/,http://www.phishtank.com/phish_detail.php?phish_id=7985693,2022-12-24T13:24:25+00:00,yes,2022-12-24T13:32:09+00:00,yes,Other,wunder-der-stadt.com,,
16024,7985633,https://chrono-posts-team-4.adalo.com/chrono-post?_gl=1%2A1e145s4%2A_ga%2AMTQyMDQwODAwOC4xNjcxNjcwMDM3%2A_ga_SWT45DV35L%2AMTY3MTY3MDA0MC4xLjEuMTY3MTY3MDA3MC4zMC4wLjA.&amp;target=998942e43ce445e7a8ed43cc51862f42&amp;params=%7B%7D,http://www.phishtank.com/phish_detail.php?phish_id=7985633,2022-12-24T11:32:22+00:00,yes,2022-12-24T12:12:26+00:00,yes,Other,chrono-posts-team-4.adalo.com,,
16026,7985488,https://order-yodobashi-com.dobashi23.com/pc/login.php?yc/login/index.html?returnUrl=https%3A%2F%2Fwww.yodobashi.com%2Fstore%2F300204%2F,http://www.phishtank.com/phish_detail.php?phish_id=7985488,2022-12-24T02:18:27+00:00,yes,2022-12-24T02:22:06+00:00,yes,Other,order-yodobashi-com.dobashi23.com,,
16028,7985430,https://atomswap.org/,http://www.phishtank.com/phish_detail.php?phish_id=7985430,2022-12-23T23:06:38+00:00,yes,2022-12-23T23:11:52+00:00,yes,Other,atomswap.org,,
16029,7985428,http://www.shein.bid,http://www.phishtank.com/phish_detail.php?phish_id=7985428,2022-12-23T23:05:50+00:00,yes,2022-12-23T23:11:52+00:00,yes,Other,www.shein.bid,,
16030,7985424,https://blacknativebeauty.com/MnE3SzA0MVY2QzNDNjQ=,http://www.phishtank.com/phish_detail.php?phish_id=7985424,2022-12-23T23:00:12+00:00,yes,2022-12-26T21:52:24+00:00,yes,Other,blacknativebeauty.com,,
16031,7985417,http://www.jointso.xyz,http://www.phishtank.com/phish_detail.php?phish_id=7985417,2022-12-23T22:27:01+00:00,yes,2022-12-23T22:32:05+00:00,yes,Other,www.jointso.xyz,,
16032,7985374,https://gospolum.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7985374,2022-12-23T21:31:11+00:00,yes,2022-12-23T21:42:11+00:00,yes,Other,gospolum.web.app,,
16035,7985371,https://gspounos.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7985371,2022-12-23T21:30:43+00:00,yes,2022-12-23T21:42:11+00:00,yes,Other,gspounos.firebaseapp.com,,
16036,7985364,https://metasupport1000759136.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7985364,2022-12-23T21:29:34+00:00,yes,2022-12-23T21:31:50+00:00,yes,Other,metasupport1000759136.web.app,,
16038,7985347,https://smartfoxapp-cc43c.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7985347,2022-12-23T21:27:04+00:00,yes,2022-12-23T21:31:51+00:00,yes,Other,smartfoxapp-cc43c.web.app,,
16039,7985346,https://smartfoxapp-cc43c.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7985346,2022-12-23T21:26:56+00:00,yes,2022-12-23T21:31:51+00:00,yes,Other,smartfoxapp-cc43c.firebaseapp.com,,
16043,7985312,https://tiqniyah.com/espaceclient/sg_fr/se-connecter/,http://www.phishtank.com/phish_detail.php?phish_id=7985312,2022-12-23T20:57:16+00:00,yes,2022-12-23T21:02:52+00:00,yes,Other,tiqniyah.com,,
16045,7985279,https://jhtgbf.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=7985279,2022-12-23T20:52:19+00:00,yes,2022-12-23T21:02:53+00:00,yes,Other,jhtgbf.godaddysites.com,,
16046,7985255,http://modafemininbr.com,http://www.phishtank.com/phish_detail.php?phish_id=7985255,2022-12-23T20:38:29+00:00,yes,2022-12-23T20:42:01+00:00,yes,Other,modafemininbr.com,,
16047,7985249,https://xn--trezo-9bb.app/web.html,http://www.phishtank.com/phish_detail.php?phish_id=7985249,2022-12-23T20:22:02+00:00,yes,2023-01-13T10:12:09+00:00,yes,Blockchain,xn--trezo-9bb.app,,
16048,7985071,http://www.100responsible.com/,http://www.phishtank.com/phish_detail.php?phish_id=7985071,2022-12-23T15:38:44+00:00,yes,2022-12-23T15:41:57+00:00,yes,Other,www.100responsible.com,,
16049,7985067,https://acessesuafaturasmagaluz.com/,http://www.phishtank.com/phish_detail.php?phish_id=7985067,2022-12-23T15:33:33+00:00,yes,2022-12-23T15:41:57+00:00,yes,Other,acessesuafaturasmagaluz.com,,
16050,7984985,https://egiscola.pt/,http://www.phishtank.com/phish_detail.php?phish_id=7984985,2022-12-23T13:19:19+00:00,yes,2022-12-23T16:02:49+00:00,yes,Other,egiscola.pt,,
16051,7984955,http://www.creditasjis.com/index.php?m=User&amp;a=login,http://www.phishtank.com/phish_detail.php?phish_id=7984955,2022-12-23T12:42:24+00:00,yes,2022-12-23T16:12:20+00:00,yes,Other,www.creditasjis.com,,
16052,7984929,http://cmdvitorborges.com/,http://www.phishtank.com/phish_detail.php?phish_id=7984929,2022-12-23T11:42:08+00:00,yes,2022-12-23T11:51:46+00:00,yes,Other,cmdvitorborges.com,,
16053,7984926,https://4alltaste.com/,http://www.phishtank.com/phish_detail.php?phish_id=7984926,2022-12-23T11:05:22+00:00,yes,2022-12-23T11:12:07+00:00,yes,Other,4alltaste.com,,
16054,7984908,https://egyfreeze.com/user/anti/torsion/,http://www.phishtank.com/phish_detail.php?phish_id=7984908,2022-12-23T10:12:38+00:00,yes,2022-12-23T10:22:13+00:00,yes,Other,egyfreeze.com,,
16055,7984887,https://stats.sender.net/forms/dwy8Ma/view,http://www.phishtank.com/phish_detail.php?phish_id=7984887,2022-12-23T09:08:07+00:00,yes,2022-12-23T09:22:22+00:00,yes,Other,stats.sender.net,,
16056,7984880,https://short.mn/swiss-post-express,http://www.phishtank.com/phish_detail.php?phish_id=7984880,2022-12-23T08:51:22+00:00,yes,2022-12-23T08:55:44+00:00,yes,Other,short.mn,,
16058,7984834,https://turbomusic.com.br/site/vdjvdjvndjnvjdn.html,http://www.phishtank.com/phish_detail.php?phish_id=7984834,2022-12-23T06:58:22+00:00,yes,2022-12-23T07:02:44+00:00,yes,Other,turbomusic.com.br,,
16059,7984832,http://www.littlesnow.org/wp-content/swiss/sms.php,http://www.phishtank.com/phish_detail.php?phish_id=7984832,2022-12-23T06:58:18+00:00,yes,2022-12-23T07:02:44+00:00,yes,Other,www.littlesnow.org,,
16060,7984818,https://www.mufgloan.com,http://www.phishtank.com/phish_detail.php?phish_id=7984818,2022-12-23T05:39:48+00:00,yes,2022-12-23T09:22:22+00:00,yes,Other,www.mufgloan.com,,
16066,7984632,http://alhopital.apps-1and1.net/es/Seleccione_medio_de_pago.php,http://www.phishtank.com/phish_detail.php?phish_id=7984632,2022-12-22T20:19:37+00:00,yes,2022-12-22T20:32:16+00:00,yes,Other,alhopital.apps-1and1.net,,
16067,7984590,http://www.rebeccasokol.com/vystarcudisputetransfernow/,http://www.phishtank.com/phish_detail.php?phish_id=7984590,2022-12-22T18:01:37+00:00,yes,2022-12-22T18:11:55+00:00,yes,Other,www.rebeccasokol.com,,
16074,7984541,https://poscaro.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7984541,2022-12-22T17:43:40+00:00,yes,2022-12-22T17:51:56+00:00,yes,Other,poscaro.web.app,,
16075,7984540,https://poscaro.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7984540,2022-12-22T17:43:32+00:00,yes,2022-12-22T17:51:56+00:00,yes,Other,poscaro.firebaseapp.com,,
16076,7984539,https://prsepotle.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7984539,2022-12-22T17:43:24+00:00,yes,2022-12-22T17:51:56+00:00,yes,Bank of America Corporation,prsepotle.web.app,,
16077,7984538,https://prsepotle.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7984538,2022-12-22T17:43:17+00:00,yes,2022-12-22T17:51:56+00:00,yes,Other,prsepotle.firebaseapp.com,,
16078,7984510,https://hatono.vn/wp-includes/main/login.htm,http://www.phishtank.com/phish_detail.php?phish_id=7984510,2022-12-22T17:26:10+00:00,yes,2022-12-22T17:31:57+00:00,yes,Other,hatono.vn,,
16079,7984500,http://www.www-europessign-com.filesusr.com/html/2d7ee9_12c6e0a510bcf87de889516b01597d61.html,http://www.phishtank.com/phish_detail.php?phish_id=7984500,2022-12-22T17:22:31+00:00,yes,2022-12-22T17:31:57+00:00,yes,Other,www.www-europessign-com.filesusr.com,,
16080,7984494,http://www.daiichi-gakki.co.jp/mt//php/sitemap/menu.html,http://www.phishtank.com/phish_detail.php?phish_id=7984494,2022-12-22T17:21:49+00:00,yes,2022-12-22T17:31:57+00:00,yes,Other,www.daiichi-gakki.co.jp,,
16081,7984490,http://www.palacesinaia.ro/YOU/office365/office365/office365/,http://www.phishtank.com/phish_detail.php?phish_id=7984490,2022-12-22T17:21:10+00:00,yes,2022-12-22T17:31:57+00:00,yes,Other,www.palacesinaia.ro,,
16082,7984484,http://www.outlooksotf_cln_mailcln.filesusr.com/html/e766f6_03f39d7024f5289eaae8609ccfe16002.html,http://www.phishtank.com/phish_detail.php?phish_id=7984484,2022-12-22T17:19:30+00:00,yes,2022-12-22T17:21:55+00:00,yes,Other,www.outlooksotf_cln_mailcln.filesusr.com,,
16083,7984479,http://www.mjaymuphbnvhcnkxmzv0aa.filesusr.com/html/c69417_3069841d505568614ed8bca153fc7adf.html,http://www.phishtank.com/phish_detail.php?phish_id=7984479,2022-12-22T17:18:15+00:00,yes,2022-12-22T17:21:55+00:00,yes,Other,www.mjaymuphbnvhcnkxmzv0aa.filesusr.com,,
16087,7984475,http://www.mjaymu1hetu3dgg.filesusr.com/html/c69417_3069841d505568614ed8bca153fc7adf.html,http://www.phishtank.com/phish_detail.php?phish_id=7984475,2022-12-22T17:17:42+00:00,yes,2022-12-22T17:21:55+00:00,yes,Other,www.mjaymu1hetu3dgg.filesusr.com,,
16090,7984458,http://fannlight.com,http://www.phishtank.com/phish_detail.php?phish_id=7984458,2022-12-22T16:32:05+00:00,yes,2022-12-22T16:41:45+00:00,yes,Other,fannlight.com,,
16091,7984406,https://shopee-sg.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7984406,2022-12-22T15:07:32+00:00,yes,2022-12-22T16:51:55+00:00,yes,Other,shopee-sg.xyz,,
16092,7984368,http://fashionshopec.com/user/login?a=,http://www.phishtank.com/phish_detail.php?phish_id=7984368,2022-12-22T14:50:42+00:00,yes,2022-12-22T17:11:43+00:00,yes,Other,fashionshopec.com,,
16093,7984366,https://resgateagorabr.eastus.cloudapp.azure.com/geo/,http://www.phishtank.com/phish_detail.php?phish_id=7984366,2022-12-22T14:47:26+00:00,yes,2023-01-07T23:02:24+00:00,yes,Other,resgateagorabr.eastus.cloudapp.azure.com,,
16094,7984232,https://swapcash.exchange/,http://www.phishtank.com/phish_detail.php?phish_id=7984232,2022-12-22T14:13:40+00:00,yes,2022-12-22T14:32:08+00:00,yes,Other,swapcash.exchange,,
16095,7984221,https://franciscos-shopee-axup.glideapp.io/,http://www.phishtank.com/phish_detail.php?phish_id=7984221,2022-12-22T14:07:14+00:00,yes,2022-12-23T07:21:57+00:00,yes,Other,franciscos-shopee-axup.glideapp.io,,
16097,7984212,http://balancer-app.1gb.ru/,http://www.phishtank.com/phish_detail.php?phish_id=7984212,2022-12-22T13:59:58+00:00,yes,2022-12-22T19:11:58+00:00,yes,Other,balancer-app.1gb.ru,,
16099,7984190,https://kickstart-hk.com/cajatrujillo/portalnew,http://www.phishtank.com/phish_detail.php?phish_id=7984190,2022-12-22T13:40:30+00:00,yes,2022-12-22T13:51:58+00:00,yes,Other,kickstart-hk.com,,
16100,7984132,https://mobidrive.com/sharelink/w/4hWexsXTBv7eBj9RH3YAKg5Mc4NfotC2ukdtc6jQsJuc,http://www.phishtank.com/phish_detail.php?phish_id=7984132,2022-12-22T12:27:35+00:00,yes,2022-12-22T12:42:04+00:00,yes,Microsoft,mobidrive.com,,
16102,7984116,https://suafatura.bio.link/,http://www.phishtank.com/phish_detail.php?phish_id=7984116,2022-12-22T12:12:12+00:00,yes,2022-12-22T12:42:04+00:00,yes,Itau,suafatura.bio.link,,
16103,7984105,https://musicalliance.com/vdvdvvdmkkvmkvk.html,http://www.phishtank.com/phish_detail.php?phish_id=7984105,2022-12-22T12:04:42+00:00,yes,2022-12-22T12:12:16+00:00,yes,Other,musicalliance.com,,
16104,7984086,http://ethereum-lottery-dapp.pages.dev,http://www.phishtank.com/phish_detail.php?phish_id=7984086,2022-12-22T11:06:14+00:00,yes,2022-12-22T11:12:12+00:00,yes,Other,ethereum-lottery-dapp.pages.dev,,
16105,7984084,http://gateio-metamask.marketmaking.pro,http://www.phishtank.com/phish_detail.php?phish_id=7984084,2022-12-22T11:04:38+00:00,yes,2022-12-22T11:12:12+00:00,yes,Other,gateio-metamask.marketmaking.pro,,
16106,7984080,http://synthetix-miners.com,http://www.phishtank.com/phish_detail.php?phish_id=7984080,2022-12-22T10:58:30+00:00,yes,2022-12-22T11:02:37+00:00,yes,Other,synthetix-miners.com,,
16107,7984057,https://harrowtuitioncentre.co.uk/css/webmail.lf1.cuni.cz.html,http://www.phishtank.com/phish_detail.php?phish_id=7984057,2022-12-22T09:51:35+00:00,yes,2022-12-22T11:42:02+00:00,yes,Other,harrowtuitioncentre.co.uk,,
16108,7984044,http://wombat-exchange.rf.gd/,http://www.phishtank.com/phish_detail.php?phish_id=7984044,2022-12-22T09:08:30+00:00,yes,2022-12-22T09:22:10+00:00,yes,Other,wombat-exchange.rf.gd,,
16109,7984030,http://smsmobil1.flazio.com/,http://www.phishtank.com/phish_detail.php?phish_id=7984030,2022-12-22T08:11:03+00:00,yes,2023-01-16T20:52:21+00:00,yes,Other,smsmobil1.flazio.com,,
16110,7984028,https://behuuj.soricdevelopments.com/,http://www.phishtank.com/phish_detail.php?phish_id=7984028,2022-12-22T08:10:11+00:00,yes,2022-12-22T08:22:33+00:00,yes,HSBC Group,behuuj.soricdevelopments.com,,
16113,7983901,http://ebot.ueg-liga.de/049SFcTaIZFSE.GAH6H3S8F?ziyhnxbsdsyza=nfhbqrgvpmqid1f9m0zv007omf0006x11001y0300827864ris,http://www.phishtank.com/phish_detail.php?phish_id=7983901,2022-12-21T22:01:41+00:00,yes,2022-12-22T06:51:48+00:00,yes,Other,ebot.ueg-liga.de,,
16114,7983883,https://dotzbr-dev.mirakl.net/login/oauth2/mirakl-sso?prompt=none,http://www.phishtank.com/phish_detail.php?phish_id=7983883,2022-12-21T21:12:06+00:00,yes,2022-12-21T21:32:30+00:00,yes,Other,dotzbr-dev.mirakl.net,,
16115,7983865,https://login.mirakl.net/authorize?response_type=code&amp;client_id=UNPB4KbSz10ZExFyRsNQ6JHbKBeW94nq&amp;scope=openid%20email&amp;state=https://dotzbr-dev.mirakl.net/login/oauth2/code/connect?prompt%3Dnone%7Cnone&amp;redirect_uri=https://redirect.mirakl.net&amp;nonce=ZUJOUqfq9_3huYvPuz6UQfyE4eE6ruIg_nwAsQH10j0&amp;audience=platform&amp;client_hostname=dotzbr-dev.mirakl.net&amp;client_logo_url=https://dotzbr-dev.mirakl.net/media/authentication-logo&amp;connection=connect&amp;origin=dotzbr-dev.mirakl.net&amp;prompt=none,http://www.phishtank.com/phish_detail.php?phish_id=7983865,2022-12-21T20:52:22+00:00,yes,2022-12-22T08:11:29+00:00,yes,Other,login.mirakl.net,,
16116,7983861,https://bafybeibhdt6daxn5qk6xhzcmqqrqwhihhrsuz7mggmlfx75f3n522zw4hm.ipfs.w3s.link/,http://www.phishtank.com/phish_detail.php?phish_id=7983861,2022-12-21T20:39:46+00:00,yes,2022-12-21T21:02:40+00:00,yes,Other,bafybeibhdt6daxn5qk6xhzcmqqrqwhihhrsuz7mggmlfx75f3n522zw4hm.ipfs.w3s.link,,
16117,7983855,https://bafybeiddhel4k3yhufe4fxn23islbtimqf5jv727r5aucb6woszclbkay4.ipfs.dweb.link/asn2.shtml?douglas@mycompanymagazine.com+,http://www.phishtank.com/phish_detail.php?phish_id=7983855,2022-12-21T20:33:50+00:00,yes,2022-12-21T21:02:40+00:00,yes,Microsoft,bafybeiddhel4k3yhufe4fxn23islbtimqf5jv727r5aucb6woszclbkay4.ipfs.dweb.link,,
16118,7983840,http://dnata.shiksak.com/login/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7983840,2022-12-21T20:07:13+00:00,yes,2022-12-21T20:11:34+00:00,yes,Other,dnata.shiksak.com,,
16119,7983839,https://mailsrver.contributes.rest/databases.html?home=douglas@mycompanymagazine.com,http://www.phishtank.com/phish_detail.php?phish_id=7983839,2022-12-21T20:04:24+00:00,yes,2022-12-21T20:11:34+00:00,yes,Microsoft,mailsrver.contributes.rest,,
16120,7983824,https://bezorgen.americommerce.com/storage/orderIdCH361.html,http://www.phishtank.com/phish_detail.php?phish_id=7983824,2022-12-21T19:48:11+00:00,yes,2022-12-21T19:51:51+00:00,yes,Other,bezorgen.americommerce.com,,
16121,7983823,https://worriedsable.build067.wpsandbox.app/,http://www.phishtank.com/phish_detail.php?phish_id=7983823,2022-12-21T19:48:05+00:00,yes,2022-12-21T19:51:51+00:00,yes,Other,worriedsable.build067.wpsandbox.app,,
16123,7983765,https://twitfi-official1-free.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7983765,2022-12-21T18:02:13+00:00,yes,2022-12-21T20:41:46+00:00,yes,Other,twitfi-official1-free.xyz,,
16128,7983651,https://mxtkkh79df637a616f5d109.repstara.ru/,http://www.phishtank.com/phish_detail.php?phish_id=7983651,2022-12-21T17:08:25+00:00,yes,2022-12-21T17:11:47+00:00,yes,Other,mxtkkh79df637a616f5d109.repstara.ru,,
16129,7983638,https://qr.de/TAvHEu,http://www.phishtank.com/phish_detail.php?phish_id=7983638,2022-12-21T17:02:18+00:00,yes,2022-12-21T17:11:47+00:00,yes,Other,qr.de,,
16130,7983633,http://www.web.bancoripley.cl.monixa-ent.com/,http://www.phishtank.com/phish_detail.php?phish_id=7983633,2022-12-21T16:51:28+00:00,yes,2022-12-21T17:02:32+00:00,yes,Other,www.web.bancoripley.cl.monixa-ent.com,,
16131,7983607,http://private-pictures.com/,http://www.phishtank.com/phish_detail.php?phish_id=7983607,2022-12-21T16:43:42+00:00,yes,2022-12-21T16:51:59+00:00,yes,Other,private-pictures.com,,
16134,7983554,http://cs-uno.com/mt4i/b5/amci.pnc/pass.php,http://www.phishtank.com/phish_detail.php?phish_id=7983554,2022-12-21T16:37:45+00:00,yes,2022-12-21T16:41:40+00:00,yes,Other,cs-uno.com,,
16136,7983533,http://custom247support.de/,http://www.phishtank.com/phish_detail.php?phish_id=7983533,2022-12-21T16:30:06+00:00,yes,2022-12-21T16:31:50+00:00,yes,Other,custom247support.de,,
16137,7983528,https://international.ueh.edu.vn/wp-admin/user/portaleddcagovverification/+_+_====--++/++++_+.htm,http://www.phishtank.com/phish_detail.php?phish_id=7983528,2022-12-21T16:08:07+00:00,yes,2022-12-21T16:12:18+00:00,yes,Bank of America Corporation,international.ueh.edu.vn,,
16138,7983526,https://plpfile.com/,http://www.phishtank.com/phish_detail.php?phish_id=7983526,2022-12-21T16:06:28+00:00,yes,2022-12-21T16:12:18+00:00,yes,Other,plpfile.com,,
16139,7983517,https://moviebr.com.br/media/crocs/profess.php,http://www.phishtank.com/phish_detail.php?phish_id=7983517,2022-12-21T15:54:25+00:00,yes,2022-12-21T16:02:37+00:00,yes,United Services Automobile Association,moviebr.com.br,,
16140,7983493,https://consultaritau.com,http://www.phishtank.com/phish_detail.php?phish_id=7983493,2022-12-21T15:02:15+00:00,yes,2022-12-21T15:21:48+00:00,yes,Other,consultaritau.com,,
16141,7983352,http://www.bridgeorbit.com/,http://www.phishtank.com/phish_detail.php?phish_id=7983352,2022-12-21T12:52:40+00:00,yes,2022-12-23T00:32:13+00:00,yes,Other,www.bridgeorbit.com,,
16142,7983340,https://va4tv0.webwave.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7983340,2022-12-21T12:14:33+00:00,yes,2022-12-21T12:22:11+00:00,yes,Other,va4tv0.webwave.dev,,
16144,7983316,https://achboy324.systeme.io/c16c73e0,http://www.phishtank.com/phish_detail.php?phish_id=7983316,2022-12-21T11:13:09+00:00,yes,2023-01-08T10:52:47+00:00,yes,ABSA Bank,achboy324.systeme.io,,
16146,7983274,http://bipp44qctivqte.live,http://www.phishtank.com/phish_detail.php?phish_id=7983274,2022-12-21T09:04:14+00:00,yes,2022-12-21T09:11:55+00:00,yes,Other,bipp44qctivqte.live,,
16147,7983269,http://dapps-connect2syncs.com,http://www.phishtank.com/phish_detail.php?phish_id=7983269,2022-12-21T09:03:31+00:00,yes,2022-12-21T09:11:55+00:00,yes,Other,dapps-connect2syncs.com,,
16148,7983255,http://instantsupportfixed.com,http://www.phishtank.com/phish_detail.php?phish_id=7983255,2022-12-21T09:00:22+00:00,yes,2022-12-21T09:02:48+00:00,yes,Other,instantsupportfixed.com,,
16149,7983247,http://automigrates.com,http://www.phishtank.com/phish_detail.php?phish_id=7983247,2022-12-21T08:58:04+00:00,yes,2022-12-21T09:02:48+00:00,yes,Other,automigrates.com,,
16150,7983245,https://teams.de-php.info/view/892eada7-289b-450c-8c83-2831308e7d05,http://www.phishtank.com/phish_detail.php?phish_id=7983245,2022-12-21T08:55:24+00:00,yes,2022-12-21T11:02:59+00:00,yes,Other,teams.de-php.info,,
16153,7983239,http://chaincoin.epizy.com,http://www.phishtank.com/phish_detail.php?phish_id=7983239,2022-12-21T08:53:22+00:00,yes,2022-12-21T09:02:48+00:00,yes,Other,chaincoin.epizy.com,,
16156,7983228,http://digit.co.ug/,http://www.phishtank.com/phish_detail.php?phish_id=7983228,2022-12-21T08:39:37+00:00,yes,2022-12-21T11:02:59+00:00,yes,Other,digit.co.ug,,
